,user_id,items
2492,2492,"[57, 61, 398, 14, 23, 22, 82, 84, 85, 430, 388, 409, 19, 17, 383, 420, 88, 92]"
2493,2493,"[14, 61, 57, 409, 23, 398, 22, 17, 402, 19, 84, 16, 411, 29, 383, 382, 41, 430]"
2494,2494,"[14, 15, 26, 380, 0, 22, 379, 57, 17, 798, 19, 376, 20, 248, 11, 42, 398, 396]"
2495,2495,"[54, 55, 425, 169, 23, 31, 170, 798, 412, 396, 173, 804, 92, 171, 198, 61, 420, 248]"
2496,2496,"[55, 84, 57, 432, 82, 22, 61, 420, 23, 54, 382, 398, 384, 383, 14, 425, 440, 430]"
2497,2497,"[14, 89, 713, 54, 88, 82, 41, 9, 412, 425, 248, 61, 169, 55, 376, 84, 23, 42]"
2498,2498,"[425, 400, 403, 402, 54, 9, 14, 396, 398, 61, 41, 55, 436, 443, 11, 441, 23, 10]"
2499,2499,"[55, 61, 42, 41, 57, 412, 16, 382, 402, 92, 5, 398, 383, 409, 17, 88, 384, 54]"
2500,2500,"[57, 398, 84, 430, 61, 22, 99, 23, 409, 14, 402, 55, 17, 420, 100, 382, 19, 89]"
2501,2501,"[55, 14, 42, 16, 19, 84, 169, 798, 41, 402, 409, 22, 17, 89, 0, 88, 425, 799]"
2502,2502,"[57, 84, 432, 61, 22, 430, 398, 54, 23, 14, 412, 420, 396, 425, 82, 15, 382, 402]"
2503,2503,"[57, 84, 14, 61, 398, 383, 23, 409, 17, 382, 22, 82, 19, 16, 420, 29, 86, 388]"
2504,2504,"[57, 14, 61, 84, 23, 100, 398, 22, 17, 99, 19, 109, 382, 409, 383, 169, 16, 376]"
2505,2505,"[57, 55, 22, 61, 398, 23, 14, 383, 169, 9, 430, 382, 84, 420, 21, 19, 17, 10]"
2506,2506,"[55, 425, 398, 14, 395, 61, 41, 57, 16, 9, 402, 22, 88, 420, 29, 23, 42, 17]"
2507,2507,"[57, 14, 61, 22, 17, 420, 84, 398, 382, 19, 55, 383, 409, 430, 376, 23, 388, 9]"
2508,2508,"[712, 14, 89, 99, 41, 798, 11, 398, 0, 424, 808, 88, 21, 5, 100, 383, 402, 384]"
2509,2509,"[57, 61, 382, 379, 420, 169, 14, 22, 5, 798, 804, 54, 84, 383, 425, 398, 42, 430]"
2510,2510,"[55, 23, 383, 84, 398, 57, 15, 396, 25, 411, 437, 169, 92, 22, 61, 27, 420, 14]"
2511,2511,"[14, 409, 17, 84, 23, 57, 19, 383, 100, 382, 16, 398, 379, 61, 380, 24, 420, 15]"
2512,2512,"[57, 84, 61, 22, 23, 82, 420, 0, 89, 14, 430, 440, 19, 17, 382, 398, 380, 25]"
2513,2513,"[57, 61, 14, 22, 23, 84, 432, 409, 382, 16, 17, 420, 383, 398, 19, 412, 379, 440]"
2514,2514,"[14, 409, 57, 17, 384, 61, 23, 9, 22, 84, 398, 21, 16, 382, 5, 402, 88, 43]"
2515,2515,"[55, 57, 398, 23, 61, 0, 169, 430, 22, 157, 42, 54, 41, 402, 420, 388, 19, 179]"
2516,2516,"[61, 57, 14, 394, 169, 409, 84, 23, 22, 430, 398, 382, 17, 170, 157, 30, 16, 383]"
2517,2517,"[42, 41, 402, 88, 55, 179, 61, 425, 804, 54, 712, 198, 89, 67, 398, 412, 5, 441]"
2518,2518,"[55, 57, 61, 432, 54, 420, 398, 382, 92, 23, 383, 425, 437, 84, 394, 14, 169, 430]"
2519,2519,"[441, 440, 420, 398, 11, 396, 384, 442, 82, 423, 61, 85, 443, 92, 55, 437, 169, 395]"
2520,2520,"[55, 89, 23, 14, 41, 402, 42, 169, 29, 88, 409, 383, 19, 17, 57, 798, 84, 398]"
2521,2521,"[14, 23, 409, 61, 17, 398, 57, 382, 22, 20, 384, 19, 16, 798, 84, 383, 379, 419]"
2522,2522,"[57, 84, 61, 398, 430, 14, 440, 0, 85, 22, 441, 23, 82, 17, 383, 55, 86, 396]"
2523,2523,"[57, 430, 5, 92, 23, 432, 383, 61, 75, 84, 54, 85, 55, 62, 412, 22, 14, 88]"
2524,2524,"[57, 14, 61, 22, 23, 17, 409, 383, 398, 9, 19, 420, 382, 55, 84, 376, 29, 88]"
2525,2525,"[57, 84, 14, 398, 17, 382, 22, 430, 383, 61, 409, 19, 99, 23, 388, 15, 16, 432]"
2526,2526,"[57, 0, 403, 61, 84, 420, 441, 55, 89, 409, 88, 440, 82, 442, 398, 14, 431, 383]"
2527,2527,"[14, 398, 23, 22, 57, 61, 19, 17, 84, 383, 388, 430, 395, 29, 402, 409, 382, 9]"
2528,2528,"[57, 14, 23, 22, 398, 61, 420, 84, 29, 17, 430, 395, 437, 432, 388, 409, 55, 82]"
2529,2529,"[14, 41, 11, 402, 384, 383, 382, 398, 61, 26, 432, 89, 19, 169, 798, 42, 379, 88]"
2530,2530,"[57, 84, 14, 61, 82, 29, 22, 398, 383, 388, 42, 85, 420, 19, 23, 17, 430, 382]"
2531,2531,"[57, 398, 22, 430, 14, 61, 84, 17, 420, 23, 82, 19, 431, 5, 443, 440, 402, 409]"
2532,2532,"[14, 398, 84, 61, 409, 402, 425, 54, 9, 57, 395, 41, 384, 16, 22, 23, 382, 17]"
2533,2533,"[57, 61, 14, 22, 23, 19, 42, 17, 41, 409, 402, 169, 398, 420, 382, 425, 84, 383]"
2534,2534,"[57, 14, 61, 84, 22, 398, 420, 425, 23, 383, 89, 17, 396, 388, 430, 395, 169, 86]"
2535,2535,"[425, 14, 61, 55, 57, 19, 54, 398, 15, 5, 420, 376, 88, 400, 382, 23, 41, 84]"
2536,2536,"[88, 42, 89, 171, 169, 198, 376, 248, 179, 402, 808, 55, 812, 41, 203, 170, 14, 804]"
2537,2537,"[14, 409, 57, 420, 382, 23, 9, 22, 17, 425, 169, 384, 383, 16, 41, 84, 61, 88]"
2538,2538,"[109, 103, 99, 14, 398, 402, 57, 420, 798, 107, 100, 98, 376, 55, 0, 61, 112, 102]"
2539,2539,"[14, 57, 430, 61, 22, 84, 88, 432, 19, 384, 398, 9, 382, 23, 82, 383, 17, 409]"
2540,2540,"[14, 61, 57, 409, 398, 22, 84, 23, 16, 17, 384, 19, 382, 100, 88, 430, 402, 9]"
2541,2541,"[57, 84, 23, 382, 420, 430, 383, 17, 19, 22, 5, 14, 61, 89, 88, 169, 26, 431]"
2542,2542,"[54, 425, 57, 420, 388, 14, 84, 398, 19, 23, 82, 383, 61, 20, 22, 169, 29, 92]"
2543,2543,"[799, 798, 14, 804, 808, 812, 169, 170, 807, 179, 382, 134, 157, 19, 198, 55, 89, 88]"
2544,2544,"[57, 14, 61, 398, 23, 84, 17, 430, 19, 22, 409, 9, 383, 420, 29, 395, 388, 26]"
2545,2545,"[57, 61, 14, 398, 409, 23, 16, 22, 17, 19, 84, 382, 379, 420, 401, 402, 169, 430]"
2546,2546,"[57, 61, 14, 55, 84, 398, 22, 430, 23, 402, 409, 92, 17, 26, 712, 383, 412, 25]"
2547,2547,"[54, 55, 62, 41, 14, 412, 398, 425, 429, 84, 402, 23, 31, 89, 104, 57, 169, 712]"
2548,2548,"[41, 420, 14, 42, 402, 409, 384, 392, 24, 383, 61, 89, 19, 432, 412, 382, 57, 22]"
2549,2549,"[61, 57, 398, 54, 23, 412, 14, 31, 430, 396, 29, 425, 22, 17, 84, 25, 420, 409]"
2550,2550,"[89, 712, 88, 14, 798, 383, 382, 808, 799, 384, 169, 41, 812, 804, 23, 179, 170, 425]"
2551,2551,"[57, 14, 100, 84, 409, 17, 61, 398, 22, 388, 99, 23, 402, 712, 30, 19, 29, 109]"
2552,2552,"[61, 57, 23, 14, 19, 17, 409, 430, 16, 411, 398, 88, 22, 384, 62, 41, 15, 84]"
2553,2553,"[57, 61, 14, 100, 99, 23, 22, 430, 17, 409, 19, 55, 382, 9, 398, 384, 16, 84]"
2554,2554,"[712, 713, 61, 57, 23, 398, 24, 437, 84, 17, 383, 89, 400, 379, 432, 55, 430, 393]"
2555,2555,"[57, 14, 61, 84, 23, 0, 425, 22, 19, 420, 430, 17, 379, 398, 382, 383, 29, 388]"
2556,2556,"[57, 0, 61, 54, 798, 89, 82, 169, 425, 804, 388, 55, 146, 24, 712, 432, 812, 14]"
2557,2557,"[57, 14, 61, 398, 19, 23, 17, 22, 84, 409, 100, 25, 402, 430, 15, 388, 41, 382]"
2558,2558,"[14, 23, 57, 17, 61, 22, 409, 382, 9, 383, 398, 88, 379, 804, 16, 11, 25, 19]"
2559,2559,"[54, 55, 84, 57, 420, 14, 425, 23, 0, 22, 798, 61, 441, 169, 804, 440, 376, 17]"
2560,2560,"[382, 41, 383, 402, 5, 14, 384, 61, 380, 379, 16, 88, 169, 19, 409, 399, 397, 57]"
2561,2561,"[61, 84, 21, 432, 57, 55, 409, 798, 54, 16, 14, 169, 425, 429, 398, 67, 402, 441]"
2562,2562,"[14, 409, 99, 17, 16, 84, 100, 88, 402, 22, 57, 54, 23, 61, 41, 169, 398, 384]"
2563,2563,"[57, 61, 14, 22, 398, 409, 16, 17, 100, 84, 430, 99, 383, 420, 19, 23, 384, 98]"
2564,2564,"[57, 61, 14, 398, 84, 22, 425, 54, 430, 420, 23, 440, 55, 402, 19, 432, 82, 409]"
2565,2565,"[57, 61, 22, 23, 17, 398, 382, 383, 409, 19, 14, 430, 384, 432, 0, 84, 5, 402]"
2566,2566,"[57, 61, 14, 22, 425, 88, 383, 5, 388, 398, 409, 420, 41, 17, 9, 19, 382, 402]"
2567,2567,"[169, 383, 382, 92, 67, 398, 420, 57, 23, 61, 54, 88, 385, 89, 198, 388, 171, 14]"
2568,2568,"[383, 382, 23, 57, 22, 14, 5, 19, 169, 420, 432, 384, 798, 61, 179, 379, 804, 88]"
2569,2569,"[14, 84, 398, 57, 409, 23, 17, 61, 82, 19, 420, 22, 9, 16, 30, 382, 430, 383]"
2570,2570,"[0, 798, 799, 57, 419, 82, 89, 712, 169, 21, 42, 388, 441, 84, 382, 14, 430, 281]"
2571,2571,"[57, 402, 61, 84, 22, 55, 14, 23, 398, 425, 430, 41, 384, 16, 383, 393, 382, 10]"
2572,2572,"[57, 61, 23, 22, 420, 169, 398, 383, 17, 92, 798, 382, 19, 14, 0, 42, 54, 41]"
2573,2573,"[57, 61, 14, 22, 398, 84, 23, 430, 409, 17, 19, 383, 382, 402, 425, 82, 440, 393]"
2574,2574,"[82, 84, 89, 23, 391, 22, 383, 61, 87, 17, 392, 19, 57, 21, 55, 402, 30, 385]"
2575,2575,"[14, 84, 398, 382, 57, 19, 383, 16, 409, 22, 23, 384, 61, 376, 402, 169, 379, 17]"
2576,2576,"[57, 61, 409, 430, 23, 420, 14, 22, 16, 398, 9, 17, 84, 19, 55, 25, 440, 26]"
2577,2577,"[14, 89, 84, 88, 57, 5, 395, 391, 382, 383, 425, 0, 61, 22, 92, 17, 377, 440]"
2578,2578,"[57, 61, 22, 14, 430, 409, 16, 398, 23, 9, 19, 84, 382, 17, 432, 25, 383, 0]"
2579,2579,"[57, 398, 61, 17, 29, 22, 409, 84, 30, 27, 19, 402, 55, 430, 23, 14, 420, 395]"
2580,2580,"[14, 17, 409, 19, 382, 169, 41, 425, 22, 5, 398, 16, 42, 379, 395, 23, 798, 804]"
2581,2581,"[14, 57, 61, 17, 409, 9, 430, 102, 22, 23, 100, 84, 432, 0, 398, 16, 384, 19]"
2582,2582,"[14, 84, 22, 23, 19, 398, 82, 57, 409, 55, 17, 61, 382, 396, 383, 21, 41, 5]"
2583,2583,"[712, 5, 383, 57, 798, 420, 398, 89, 808, 424, 382, 157, 42, 88, 804, 14, 388, 23]"
2584,2584,"[57, 84, 61, 14, 82, 440, 85, 16, 409, 17, 0, 23, 398, 9, 24, 22, 25, 430]"
2585,2585,"[14, 22, 57, 398, 88, 382, 103, 402, 19, 61, 23, 383, 84, 42, 0, 169, 395, 376]"
2586,2586,"[57, 61, 409, 14, 17, 22, 440, 84, 420, 382, 0, 804, 169, 5, 23, 398, 19, 16]"
2587,2587,"[14, 23, 29, 61, 382, 17, 19, 57, 383, 100, 16, 395, 84, 398, 22, 409, 0, 89]"
2588,2588,"[57, 84, 14, 82, 55, 430, 22, 398, 19, 61, 420, 17, 23, 379, 15, 89, 382, 87]"
2589,2589,"[57, 14, 17, 23, 22, 398, 61, 55, 84, 409, 420, 19, 430, 29, 437, 383, 382, 402]"
2590,2590,"[57, 61, 22, 398, 14, 84, 430, 420, 17, 82, 19, 395, 23, 383, 432, 437, 419, 5]"
2591,2591,"[57, 61, 398, 23, 84, 420, 430, 14, 425, 409, 41, 42, 25, 440, 55, 22, 403, 402]"
2592,2592,"[398, 14, 425, 57, 23, 383, 17, 409, 382, 169, 61, 55, 15, 9, 54, 22, 804, 396]"
2593,2593,"[61, 57, 14, 109, 100, 84, 382, 409, 402, 798, 425, 103, 88, 804, 41, 383, 99, 9]"
2594,2594,"[398, 61, 57, 17, 14, 409, 23, 9, 22, 402, 88, 84, 41, 19, 425, 42, 376, 29]"
2595,2595,"[57, 14, 109, 61, 398, 23, 17, 22, 16, 391, 19, 392, 84, 402, 395, 382, 103, 41]"
2596,2596,"[169, 5, 804, 170, 88, 383, 420, 179, 382, 419, 798, 55, 198, 402, 379, 425, 173, 157]"
2597,2597,"[57, 398, 23, 22, 430, 84, 26, 61, 14, 25, 19, 17, 420, 382, 383, 409, 421, 15]"
2598,2598,"[14, 382, 61, 19, 23, 57, 88, 384, 5, 383, 89, 380, 398, 22, 379, 16, 402, 376]"
2599,2599,"[14, 23, 17, 19, 22, 57, 409, 382, 398, 379, 41, 24, 84, 100, 16, 61, 402, 383]"
2600,2600,"[57, 430, 22, 398, 14, 382, 61, 19, 440, 396, 376, 441, 87, 84, 25, 55, 82, 420]"
2601,2601,"[57, 398, 14, 23, 61, 22, 425, 402, 430, 84, 41, 420, 396, 17, 55, 9, 383, 411]"
2602,2602,"[61, 84, 57, 14, 398, 16, 169, 85, 43, 42, 23, 22, 55, 420, 409, 402, 88, 384]"
2603,2603,"[89, 394, 92, 383, 384, 23, 84, 385, 22, 14, 57, 380, 431, 382, 55, 41, 376, 25]"
2604,2604,"[55, 712, 425, 57, 84, 434, 86, 403, 713, 14, 29, 54, 382, 420, 433, 61, 724, 19]"
2605,2605,"[14, 57, 99, 100, 398, 383, 712, 23, 84, 17, 19, 41, 61, 104, 169, 382, 409, 22]"
2606,2606,"[61, 57, 14, 398, 402, 84, 393, 22, 23, 41, 16, 409, 100, 430, 19, 420, 17, 43]"
2607,2607,"[84, 57, 14, 17, 22, 23, 398, 409, 61, 16, 382, 19, 82, 383, 420, 402, 29, 169]"
2608,2608,"[103, 99, 420, 5, 109, 383, 88, 376, 382, 98, 61, 49, 23, 425, 712, 54, 100, 384]"
2609,2609,"[61, 441, 57, 92, 82, 21, 84, 383, 24, 398, 430, 23, 14, 41, 440, 420, 89, 382]"
2610,2610,"[57, 61, 14, 84, 23, 22, 17, 398, 100, 382, 29, 420, 19, 409, 383, 430, 388, 396]"
2611,2611,"[57, 61, 84, 22, 398, 14, 23, 29, 86, 395, 17, 19, 420, 396, 409, 383, 388, 430]"
2612,2612,"[57, 61, 430, 23, 384, 14, 382, 11, 22, 84, 440, 383, 25, 420, 398, 431, 409, 17]"
2613,2613,"[57, 61, 17, 14, 398, 409, 420, 382, 22, 379, 84, 23, 383, 19, 430, 380, 384, 20]"
2614,2614,"[61, 57, 84, 22, 382, 402, 409, 55, 384, 432, 14, 17, 25, 23, 383, 19, 420, 430]"
2615,2615,"[57, 84, 14, 398, 23, 430, 61, 420, 54, 22, 382, 432, 425, 89, 383, 25, 55, 412]"
2616,2616,"[57, 61, 14, 398, 23, 22, 84, 55, 17, 430, 425, 19, 409, 420, 396, 85, 384, 382]"
2617,2617,"[61, 57, 54, 14, 84, 398, 425, 420, 21, 23, 388, 22, 19, 430, 441, 0, 17, 412]"
2618,2618,"[89, 798, 55, 804, 88, 14, 807, 41, 5, 808, 42, 813, 812, 169, 799, 441, 82, 384]"
2619,2619,"[84, 57, 61, 17, 22, 398, 23, 14, 383, 382, 41, 19, 420, 54, 712, 409, 88, 388]"
2620,2620,"[57, 22, 19, 14, 23, 398, 430, 17, 382, 61, 383, 420, 409, 88, 5, 84, 376, 402]"
2621,2621,"[14, 398, 402, 57, 84, 22, 23, 88, 41, 409, 61, 9, 169, 383, 384, 89, 19, 420]"
2622,2622,"[420, 169, 712, 84, 425, 57, 88, 798, 5, 82, 165, 89, 394, 134, 432, 808, 157, 22]"
2623,2623,"[61, 14, 57, 22, 23, 9, 398, 16, 17, 409, 430, 84, 399, 402, 383, 31, 432, 25]"
2624,2624,"[14, 57, 398, 23, 61, 22, 409, 84, 430, 17, 19, 420, 82, 41, 29, 395, 402, 30]"
2625,2625,"[57, 61, 14, 84, 22, 23, 409, 398, 55, 383, 402, 42, 420, 382, 16, 41, 384, 19]"
2626,2626,"[98, 14, 57, 99, 61, 84, 398, 42, 41, 100, 101, 23, 402, 382, 17, 22, 19, 432]"
2627,2627,"[61, 57, 14, 55, 42, 100, 84, 409, 41, 398, 393, 425, 89, 170, 403, 384, 0, 22]"
2628,2628,"[14, 57, 398, 61, 41, 22, 402, 42, 23, 17, 409, 84, 16, 420, 19, 425, 88, 382]"
2629,2629,"[88, 57, 54, 61, 398, 437, 400, 41, 22, 55, 23, 43, 14, 84, 42, 430, 17, 402]"
2630,2630,"[57, 61, 14, 398, 23, 55, 84, 409, 382, 19, 17, 22, 393, 16, 420, 383, 395, 430]"
2631,2631,"[398, 84, 57, 14, 23, 17, 61, 22, 409, 15, 388, 9, 383, 402, 26, 382, 19, 431]"
2632,2632,"[57, 61, 398, 430, 409, 22, 55, 84, 17, 23, 25, 14, 425, 64, 19, 420, 31, 89]"
2633,2633,"[41, 89, 42, 88, 61, 798, 5, 100, 804, 55, 14, 807, 9, 57, 377, 99, 169, 21]"
2634,2634,"[14, 17, 23, 61, 9, 409, 398, 57, 16, 402, 26, 15, 380, 22, 383, 10, 420, 19]"
2635,2635,"[23, 398, 420, 383, 379, 26, 402, 88, 382, 14, 25, 396, 92, 169, 84, 57, 61, 27]"
2636,2636,"[14, 409, 82, 57, 17, 22, 23, 84, 61, 16, 85, 19, 425, 383, 398, 420, 382, 430]"
2637,2637,"[798, 61, 398, 15, 57, 55, 799, 0, 30, 42, 14, 712, 146, 169, 89, 84, 440, 377]"
2638,2638,"[57, 61, 100, 84, 19, 398, 400, 430, 22, 383, 169, 14, 382, 420, 17, 409, 402, 55]"
2639,2639,"[712, 398, 57, 61, 9, 23, 22, 21, 84, 17, 10, 713, 14, 396, 808, 42, 82, 30]"
2640,2640,"[100, 98, 99, 57, 61, 109, 84, 398, 14, 402, 88, 22, 409, 383, 23, 0, 19, 102]"
2641,2641,"[84, 57, 409, 17, 9, 14, 23, 61, 430, 22, 19, 384, 15, 41, 26, 55, 431, 398]"
2642,2642,"[54, 396, 57, 25, 27, 398, 412, 388, 14, 31, 425, 61, 430, 420, 82, 23, 17, 431]"
2643,2643,"[100, 14, 57, 23, 61, 398, 99, 19, 84, 17, 104, 169, 22, 109, 383, 101, 804, 799]"
2644,2644,"[55, 377, 5, 41, 383, 382, 23, 57, 379, 392, 84, 14, 391, 61, 169, 804, 399, 384]"
2645,2645,"[57, 14, 398, 17, 712, 61, 9, 430, 55, 84, 169, 19, 420, 395, 22, 409, 23, 400]"
2646,2646,"[57, 14, 22, 84, 23, 19, 24, 379, 25, 395, 61, 85, 9, 382, 430, 384, 17, 86]"
2647,2647,"[57, 398, 23, 14, 84, 420, 61, 17, 409, 402, 22, 55, 15, 430, 383, 9, 19, 396]"
2648,2648,"[41, 42, 54, 402, 425, 412, 55, 67, 14, 21, 395, 712, 22, 169, 411, 27, 438, 400]"
2649,2649,"[57, 398, 61, 14, 55, 409, 430, 22, 84, 382, 17, 16, 23, 21, 25, 432, 383, 384]"
2650,2650,"[57, 61, 14, 22, 398, 23, 84, 430, 25, 17, 19, 420, 432, 409, 382, 402, 26, 379]"
2651,2651,"[14, 22, 398, 57, 61, 42, 55, 412, 432, 23, 54, 425, 382, 409, 84, 380, 420, 19]"
2652,2652,"[57, 14, 430, 61, 382, 19, 84, 23, 383, 22, 420, 432, 5, 169, 384, 100, 379, 17]"
2653,2653,"[21, 412, 41, 57, 14, 54, 61, 420, 84, 383, 408, 382, 384, 712, 398, 402, 23, 9]"
2654,2654,"[55, 22, 15, 14, 57, 398, 169, 21, 409, 420, 19, 61, 92, 23, 421, 9, 376, 5]"
2655,2655,"[61, 57, 409, 14, 100, 16, 22, 23, 17, 402, 84, 9, 383, 430, 411, 398, 420, 432]"
2656,2656,"[109, 84, 99, 57, 382, 420, 712, 100, 61, 383, 398, 402, 63, 103, 432, 14, 86, 23]"
2657,2657,"[57, 61, 19, 100, 804, 398, 14, 25, 23, 22, 420, 88, 383, 17, 382, 425, 99, 15]"
2658,2658,"[57, 430, 398, 22, 82, 61, 84, 23, 14, 24, 396, 402, 431, 420, 17, 92, 440, 382]"
2659,2659,"[57, 61, 14, 23, 382, 420, 430, 55, 19, 84, 9, 398, 22, 0, 15, 17, 383, 798]"
2660,2660,"[57, 61, 14, 23, 398, 420, 84, 29, 425, 409, 388, 430, 22, 17, 19, 382, 9, 16]"
2661,2661,"[57, 14, 409, 61, 398, 23, 84, 17, 22, 15, 384, 19, 420, 9, 383, 382, 25, 10]"
2662,2662,"[57, 61, 430, 14, 22, 398, 84, 15, 17, 19, 92, 420, 5, 23, 382, 388, 409, 383]"
2663,2663,"[55, 14, 19, 425, 23, 61, 16, 88, 57, 388, 54, 9, 383, 409, 420, 100, 0, 22]"
2664,2664,"[57, 61, 22, 55, 14, 84, 23, 41, 398, 402, 19, 425, 420, 17, 42, 382, 409, 169]"
2665,2665,"[57, 84, 14, 22, 382, 383, 61, 23, 17, 432, 398, 430, 82, 402, 420, 19, 85, 16]"
2666,2666,"[55, 57, 61, 383, 88, 23, 382, 22, 14, 169, 84, 54, 432, 420, 430, 398, 425, 17]"
2667,2667,"[61, 14, 398, 84, 23, 57, 402, 22, 19, 42, 712, 401, 713, 400, 16, 409, 384, 17]"
2668,2668,"[61, 57, 14, 23, 398, 82, 84, 22, 395, 402, 25, 420, 19, 17, 393, 430, 409, 29]"
2669,2669,"[14, 57, 23, 22, 425, 19, 61, 17, 430, 395, 388, 420, 398, 54, 84, 409, 29, 380]"
2670,2670,"[61, 57, 14, 23, 402, 409, 398, 84, 22, 17, 42, 19, 100, 41, 29, 9, 420, 403]"
2671,2671,"[89, 14, 88, 383, 798, 55, 5, 382, 15, 169, 22, 23, 804, 179, 808, 379, 248, 170]"
2672,2672,"[57, 61, 84, 398, 409, 430, 14, 22, 440, 17, 82, 420, 23, 395, 382, 55, 169, 19]"
2673,2673,"[14, 57, 398, 430, 23, 409, 9, 19, 84, 22, 402, 17, 383, 61, 384, 41, 55, 88]"
2674,2674,"[712, 14, 398, 61, 57, 22, 84, 17, 82, 409, 16, 420, 15, 804, 88, 395, 376, 798]"
2675,2675,"[57, 61, 14, 19, 22, 17, 23, 383, 398, 382, 409, 379, 384, 5, 380, 420, 402, 16]"
2676,2676,"[57, 398, 61, 55, 0, 84, 14, 23, 383, 430, 82, 425, 22, 169, 54, 41, 402, 92]"
2677,2677,"[57, 61, 89, 15, 23, 430, 14, 432, 22, 17, 394, 19, 420, 84, 409, 25, 398, 42]"
2678,2678,"[57, 84, 19, 23, 383, 22, 17, 388, 14, 409, 398, 82, 100, 16, 379, 61, 382, 380]"
2679,2679,"[57, 14, 61, 84, 432, 420, 22, 402, 398, 440, 23, 54, 17, 430, 87, 388, 382, 396]"
2680,2680,"[55, 712, 89, 57, 425, 804, 798, 646, 403, 420, 21, 14, 43, 84, 22, 42, 412, 434]"
2681,2681,"[0, 712, 61, 57, 14, 409, 169, 21, 398, 17, 383, 9, 382, 432, 713, 165, 16, 84]"
2682,2682,"[55, 61, 14, 54, 712, 398, 9, 41, 57, 84, 42, 88, 21, 16, 402, 22, 425, 384]"
2683,2683,"[398, 57, 23, 84, 430, 17, 420, 22, 55, 14, 425, 61, 402, 9, 169, 409, 382, 0]"
2684,2684,"[57, 14, 398, 61, 23, 22, 84, 409, 16, 9, 17, 430, 100, 382, 29, 43, 0, 384]"
2685,2685,"[57, 61, 14, 712, 398, 17, 22, 388, 88, 16, 409, 420, 400, 425, 84, 403, 430, 23]"
2686,2686,"[14, 61, 100, 57, 23, 409, 99, 17, 55, 19, 84, 22, 398, 16, 383, 169, 402, 430]"
2687,2687,"[57, 398, 61, 14, 420, 169, 430, 84, 17, 391, 808, 9, 23, 16, 799, 382, 165, 22]"
2688,2688,"[420, 84, 89, 395, 383, 82, 409, 57, 382, 14, 425, 437, 17, 391, 23, 402, 41, 19]"
2689,2689,"[57, 398, 23, 17, 409, 14, 61, 84, 22, 430, 420, 9, 41, 396, 55, 19, 16, 382]"
2690,2690,"[57, 14, 84, 430, 61, 22, 382, 383, 19, 398, 5, 712, 41, 23, 92, 89, 9, 384]"
2691,2691,"[57, 61, 84, 14, 22, 23, 383, 430, 19, 398, 382, 17, 26, 432, 379, 409, 87, 169]"
2692,2692,"[57, 398, 22, 61, 54, 409, 14, 23, 412, 396, 84, 41, 382, 432, 55, 169, 10, 17]"
2693,2693,"[57, 55, 61, 14, 22, 398, 84, 411, 420, 409, 23, 17, 41, 21, 402, 169, 82, 443]"
2694,2694,"[14, 57, 22, 84, 398, 61, 402, 41, 23, 382, 19, 409, 17, 383, 384, 16, 376, 169]"
2695,2695,"[55, 41, 42, 798, 382, 402, 23, 88, 231, 157, 799, 91, 392, 179, 169, 5, 14, 383]"
2696,2696,"[14, 398, 57, 402, 9, 23, 41, 409, 22, 61, 100, 17, 383, 420, 384, 412, 31, 397]"
2697,2697,"[57, 84, 383, 430, 61, 82, 14, 382, 398, 22, 23, 88, 384, 9, 17, 379, 420, 5]"
2698,2698,"[23, 57, 14, 22, 84, 41, 398, 61, 55, 402, 169, 409, 382, 19, 17, 9, 5, 384]"
2699,2699,"[57, 23, 398, 14, 55, 61, 54, 425, 430, 31, 402, 27, 22, 388, 9, 41, 17, 84]"
2700,2700,"[61, 57, 14, 17, 398, 22, 409, 420, 23, 19, 84, 430, 16, 383, 425, 403, 62, 82]"
2701,2701,"[57, 398, 55, 82, 61, 17, 14, 16, 382, 23, 396, 425, 84, 420, 15, 22, 409, 430]"
2702,2702,"[61, 14, 57, 382, 384, 383, 420, 89, 23, 409, 5, 169, 88, 398, 376, 425, 19, 84]"
2703,2703,"[14, 22, 57, 16, 61, 398, 23, 17, 29, 383, 395, 19, 100, 382, 420, 409, 42, 84]"
2704,2704,"[14, 398, 57, 22, 23, 84, 61, 16, 409, 29, 19, 382, 17, 376, 395, 384, 420, 383]"
2705,2705,"[84, 14, 398, 395, 57, 17, 22, 403, 402, 23, 19, 409, 42, 43, 61, 383, 382, 420]"
2706,2706,"[84, 100, 104, 86, 61, 98, 398, 57, 109, 55, 99, 22, 102, 14, 382, 103, 388, 420]"
2707,2707,"[57, 61, 383, 14, 420, 5, 23, 388, 382, 430, 17, 398, 376, 804, 22, 84, 379, 92]"
2708,2708,"[57, 61, 14, 430, 398, 409, 84, 25, 22, 420, 396, 23, 9, 17, 441, 19, 431, 82]"
2709,2709,"[169, 88, 14, 798, 804, 157, 55, 409, 146, 198, 149, 179, 173, 23, 812, 134, 89, 42]"
2710,2710,"[55, 61, 82, 57, 22, 23, 169, 14, 430, 84, 19, 420, 383, 20, 440, 443, 398, 432]"
2711,2711,"[57, 398, 61, 23, 55, 84, 420, 425, 396, 430, 14, 388, 412, 402, 16, 712, 67, 54]"
2712,2712,"[57, 61, 398, 17, 22, 84, 430, 23, 409, 402, 14, 16, 420, 19, 86, 432, 440, 25]"
2713,2713,"[398, 396, 55, 67, 434, 54, 22, 14, 57, 388, 84, 61, 395, 29, 30, 27, 420, 382]"
