user_id,items,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
5450,"[712, 713, 55, 57, 24, 89, 393, 5, 61, 808, 16, 812, 84, 15, 403]",712,713,55,57,24,89,393,5,61,808,16,812,84,15,403
5451,"[89, 42, 402, 88, 20, 90, 41, 157, 23, 820, 179, 340, 158, 55, 362]",89,42,402,88,20,90,41,157,23,820,179,340,158,55,362
5452,"[55, 425, 84, 14, 57, 22, 395, 23, 54, 41, 0, 31, 398, 61, 409]",55,425,84,14,57,22,395,23,54,41,0,31,398,61,409
5453,"[57, 61, 398, 84, 14, 55, 22, 430, 425, 17, 393, 41, 402, 23, 383]",57,61,398,84,14,55,22,430,425,17,393,41,402,23,383
5454,"[57, 61, 398, 420, 22, 54, 430, 29, 84, 23, 388, 382, 393, 19, 425]",57,61,398,420,22,54,430,29,84,23,388,382,393,19,425
5455,"[57, 398, 16, 14, 61, 84, 23, 19, 409, 22, 17, 430, 30, 55, 15]",57,398,16,14,61,84,23,19,409,22,17,430,30,55,15
5456,"[400, 100, 712, 403, 57, 411, 61, 14, 19, 398, 9, 88, 99, 384, 420]",400,100,712,403,57,411,61,14,19,398,9,88,99,384,420
5457,"[398, 57, 61, 22, 425, 14, 395, 29, 23, 430, 402, 17, 409, 84, 41]",398,57,61,22,425,14,395,29,23,430,402,17,409,84,41
5458,"[57, 14, 430, 61, 432, 382, 420, 55, 383, 804, 394, 169, 386, 384, 17]",57,14,430,61,432,382,420,55,383,804,394,169,386,384,17
5459,"[382, 55, 383, 5, 88, 41, 804, 179, 14, 377, 420, 376, 799, 379, 812]",382,55,383,5,88,41,804,179,14,377,420,376,799,379,812
5460,"[61, 88, 92, 17, 389, 54, 57, 391, 425, 392, 55, 15, 800, 203, 260]",61,88,92,17,389,54,57,391,425,392,55,15,800,203,260
5461,"[82, 85, 396, 380, 398, 89, 84, 430, 14, 402, 61, 23, 57, 420, 5]",82,85,396,380,398,89,84,430,14,402,61,23,57,420,5
5462,"[57, 19, 23, 61, 84, 17, 384, 14, 430, 409, 383, 22, 420, 382, 388]",57,19,23,61,84,17,384,14,430,409,383,22,420,382,388
5463,"[61, 57, 21, 14, 430, 393, 22, 10, 55, 62, 0, 431, 441, 804, 17]",61,57,21,14,430,393,22,10,55,62,0,431,441,804,17
5464,"[398, 57, 14, 61, 84, 54, 55, 29, 420, 383, 402, 395, 430, 425, 92]",398,57,14,61,84,54,55,29,420,383,402,395,430,425,92
5465,"[57, 14, 398, 61, 23, 84, 21, 16, 430, 443, 22, 402, 31, 29, 393]",57,14,398,61,23,84,21,16,430,443,22,402,31,29,393
5466,"[61, 57, 393, 5, 409, 11, 430, 84, 383, 55, 16, 14, 382, 379, 0]",61,57,393,5,409,11,430,84,383,55,16,14,382,379,0
5467,"[57, 22, 398, 409, 17, 23, 420, 388, 383, 382, 395, 29, 14, 169, 419]",57,22,398,409,17,23,420,388,383,382,395,29,14,169,419
5468,"[89, 21, 41, 42, 425, 412, 402, 384, 382, 54, 414, 408, 88, 14, 420]",89,21,41,42,425,412,402,384,382,54,414,408,88,14,420
5469,"[14, 89, 804, 23, 169, 41, 55, 248, 61, 0, 409, 398, 88, 799, 165]",14,89,804,23,169,41,55,248,61,0,409,398,88,799,165
5470,"[57, 54, 84, 409, 99, 61, 398, 22, 14, 23, 100, 443, 169, 432, 42]",57,54,84,409,99,61,398,22,14,23,100,443,169,432,42
5471,"[41, 42, 412, 425, 57, 398, 14, 84, 402, 408, 54, 413, 67, 23, 17]",41,42,412,425,57,398,14,84,402,408,54,413,67,23,17
5472,"[15, 26, 0, 379, 380, 42, 804, 420, 19, 41, 14, 169, 61, 376, 24]",15,26,0,379,380,42,804,420,19,41,14,169,61,376,24
5473,"[57, 14, 23, 19, 84, 55, 394, 61, 22, 383, 382, 29, 17, 420, 430]",57,14,23,19,84,55,394,61,22,383,382,29,17,420,430
5474,"[57, 84, 14, 409, 61, 382, 383, 388, 169, 9, 31, 88, 26, 17, 23]",57,84,14,409,61,382,383,388,169,9,31,88,26,17,23
5475,"[89, 5, 14, 376, 217, 712, 384, 804, 41, 88, 425, 55, 421, 25, 388]",89,5,14,376,217,712,384,804,41,88,425,55,421,25,388
5476,"[57, 400, 398, 23, 61, 16, 17, 430, 409, 22, 55, 14, 420, 19, 440]",57,400,398,23,61,16,17,430,409,22,55,14,420,19,440
5477,"[57, 54, 61, 14, 425, 17, 84, 383, 15, 55, 398, 16, 392, 22, 421]",57,54,61,14,425,17,84,383,15,55,398,16,392,22,421
5478,"[14, 798, 808, 382, 5, 409, 804, 22, 383, 99, 92, 398, 100, 169, 420]",14,798,808,382,5,409,804,22,383,99,92,398,100,169,420
5479,"[14, 61, 57, 17, 22, 398, 409, 19, 431, 89, 432, 23, 29, 88, 84]",14,61,57,17,22,398,409,19,431,89,432,23,29,88,84
5480,"[402, 84, 57, 14, 376, 16, 23, 396, 89, 379, 712, 61, 384, 420, 17]",402,84,57,14,376,16,23,396,89,379,712,61,384,420,17
5481,"[57, 61, 398, 22, 84, 16, 14, 409, 23, 430, 440, 19, 383, 82, 87]",57,61,398,22,84,16,14,409,23,430,440,19,383,82,87
5482,"[14, 41, 798, 55, 799, 9, 203, 198, 169, 808, 0, 42, 384, 804, 84]",14,41,798,55,799,9,203,198,169,808,0,42,384,804,84
5483,"[57, 14, 22, 26, 411, 23, 430, 61, 84, 431, 396, 92, 388, 443, 398]",57,14,22,26,411,23,430,61,84,431,396,92,388,443,398
5484,"[55, 441, 798, 89, 427, 104, 812, 88, 169, 406, 14, 276, 404, 198, 170]",55,441,798,89,427,104,812,88,169,406,14,276,404,198,170
5485,"[170, 169, 804, 808, 402, 203, 179, 812, 89, 41, 384, 256, 408, 846, 798]",170,169,804,808,402,203,179,812,89,41,384,256,408,846,798
5486,"[82, 84, 85, 14, 57, 87, 61, 23, 22, 409, 420, 17, 89, 19, 440]",82,84,85,14,57,87,61,23,22,409,420,17,89,19,440
5487,"[57, 398, 61, 22, 19, 409, 411, 23, 17, 383, 84, 402, 14, 395, 26]",57,398,61,22,19,409,411,23,17,383,84,402,14,395,26
5488,"[57, 61, 82, 398, 23, 41, 430, 169, 382, 380, 0, 22, 420, 392, 84]",57,61,82,398,23,41,430,169,382,380,0,22,420,392,84
5489,"[14, 398, 57, 22, 23, 395, 425, 84, 19, 61, 55, 169, 17, 382, 437]",14,398,57,22,23,395,425,84,19,61,55,169,17,382,437
5490,"[57, 61, 84, 22, 23, 19, 398, 85, 14, 402, 399, 420, 169, 432, 383]",57,61,84,22,23,19,398,85,14,402,399,420,169,432,383
5491,"[84, 23, 57, 22, 409, 14, 61, 55, 383, 382, 430, 402, 384, 398, 20]",84,23,57,22,409,14,61,55,383,382,430,402,384,398,20
5492,"[57, 14, 61, 84, 425, 398, 402, 22, 420, 23, 388, 42, 55, 383, 19]",57,14,61,84,425,398,402,22,420,23,388,42,55,383,19
5493,"[57, 61, 55, 14, 398, 84, 22, 409, 420, 430, 396, 30, 395, 17, 402]",57,61,55,14,398,84,22,409,420,430,396,30,395,17,402
5494,"[61, 14, 23, 100, 57, 22, 19, 99, 17, 382, 384, 101, 104, 383, 398]",61,14,23,100,57,22,19,99,17,382,384,101,104,383,398
5495,"[712, 88, 89, 169, 55, 420, 804, 798, 383, 14, 5, 412, 61, 425, 382]",712,88,89,169,55,420,804,798,383,14,5,412,61,425,382
5496,"[383, 57, 382, 82, 420, 379, 14, 5, 41, 392, 84, 395, 385, 88, 92]",383,57,382,82,420,379,14,5,41,392,84,395,385,88,92
5497,"[57, 398, 22, 23, 430, 85, 382, 17, 14, 84, 61, 388, 403, 379, 5]",57,398,22,23,430,85,382,17,14,84,61,388,403,379,5
5498,"[57, 398, 61, 23, 17, 84, 430, 14, 22, 25, 409, 395, 19, 432, 393]",57,398,61,23,17,84,430,14,22,25,409,395,19,432,393
5499,"[14, 57, 23, 82, 398, 61, 22, 19, 84, 420, 396, 430, 431, 395, 388]",14,57,23,82,398,61,22,19,84,420,396,430,431,395,388
5500,"[99, 98, 102, 109, 100, 112, 799, 798, 103, 169, 812, 101, 146, 157, 804]",99,98,102,109,100,112,799,798,103,169,812,101,146,157,804
5501,"[61, 14, 57, 402, 23, 383, 382, 398, 100, 22, 17, 19, 808, 384, 379]",61,14,57,402,23,383,382,398,100,22,17,19,808,384,379
5502,"[14, 398, 57, 23, 402, 425, 420, 61, 384, 17, 43, 411, 19, 54, 55]",14,398,57,23,402,425,420,61,384,17,43,411,19,54,55
5503,"[14, 398, 425, 57, 61, 23, 22, 409, 84, 430, 402, 41, 100, 401, 17]",14,398,425,57,61,23,22,409,84,430,402,41,100,401,17
5504,"[84, 22, 61, 712, 57, 382, 384, 440, 383, 14, 23, 432, 85, 5, 420]",84,22,61,712,57,382,384,440,383,14,23,432,85,5,420
5505,"[57, 61, 420, 430, 398, 14, 22, 440, 84, 25, 432, 16, 43, 9, 17]",57,61,420,430,398,14,22,440,84,25,432,16,43,9,17
5506,"[383, 382, 409, 26, 23, 14, 19, 5, 380, 388, 198, 17, 30, 27, 395]",383,382,409,26,23,14,19,5,380,388,198,17,30,27,395
5507,"[57, 14, 61, 17, 22, 84, 409, 9, 23, 431, 169, 382, 82, 383, 398]",57,14,61,17,22,84,409,9,23,431,169,382,82,383,398
5508,"[14, 23, 398, 57, 22, 84, 17, 16, 400, 109, 61, 411, 29, 0, 396]",14,23,398,57,22,84,17,16,400,109,61,411,29,0,396
5509,"[55, 425, 426, 54, 169, 14, 57, 89, 23, 402, 61, 798, 17, 27, 420]",55,425,426,54,169,14,57,89,23,402,61,798,17,27,420
5510,"[31, 84, 57, 24, 23, 420, 396, 82, 22, 383, 382, 409, 87, 61, 89]",31,84,57,24,23,420,396,82,22,383,382,409,87,61,89
5511,"[89, 23, 14, 17, 409, 0, 395, 42, 61, 382, 798, 57, 16, 376, 420]",89,23,14,17,409,0,395,42,61,382,798,57,16,376,420
5512,"[31, 42, 89, 54, 25, 798, 23, 9, 41, 14, 425, 5, 84, 57, 420]",31,42,89,54,25,798,23,9,41,14,425,5,84,57,420
5513,"[55, 54, 441, 396, 85, 443, 383, 798, 425, 398, 430, 820, 15, 435, 427]",55,54,441,396,85,443,383,798,425,398,430,820,15,435,427
5514,"[55, 441, 384, 798, 23, 440, 799, 14, 432, 425, 160, 419, 92, 804, 392]",55,441,384,798,23,440,799,14,432,425,160,419,92,804,392
5515,"[57, 61, 382, 420, 14, 84, 22, 804, 100, 432, 383, 5, 380, 169, 430]",57,61,382,420,14,84,22,804,100,432,383,5,380,169,430
5516,"[100, 57, 14, 61, 99, 98, 398, 102, 22, 409, 109, 86, 23, 425, 84]",100,57,14,61,99,98,398,102,22,409,109,86,23,425,84
5517,"[61, 57, 398, 23, 84, 55, 22, 14, 430, 402, 82, 42, 393, 401, 400]",61,57,398,23,84,55,22,14,430,402,82,42,393,401,400
5518,"[57, 398, 84, 22, 409, 9, 61, 82, 26, 23, 55, 430, 21, 420, 425]",57,398,84,22,409,9,61,82,26,23,55,430,21,420,425
5519,"[54, 398, 14, 409, 169, 23, 429, 89, 55, 29, 395, 41, 425, 22, 198]",54,398,14,409,169,23,429,89,55,29,395,41,425,22,198
5520,"[57, 14, 61, 398, 22, 712, 388, 412, 420, 55, 17, 84, 382, 407, 409]",57,14,61,398,22,712,388,412,420,55,17,84,382,407,409
5521,"[55, 23, 61, 41, 179, 31, 157, 425, 170, 414, 54, 57, 149, 429, 838]",55,23,61,41,179,31,157,425,170,414,54,57,149,429,838
5522,"[61, 14, 100, 57, 19, 55, 99, 411, 398, 23, 16, 22, 409, 17, 84]",61,14,100,57,19,55,99,411,398,23,16,22,409,17,84
5523,"[55, 61, 57, 398, 14, 89, 23, 430, 22, 409, 425, 402, 82, 54, 21]",55,61,57,398,14,89,23,430,22,409,425,402,82,54,21
5524,"[57, 88, 398, 382, 22, 61, 14, 23, 17, 402, 84, 383, 420, 430, 409]",57,88,398,382,22,61,14,23,17,402,84,383,420,430,409
5525,"[61, 57, 84, 409, 17, 14, 22, 398, 23, 430, 100, 16, 99, 41, 382]",61,57,84,409,17,14,22,398,23,430,100,16,99,41,382
5526,"[57, 61, 84, 16, 409, 14, 398, 17, 430, 22, 431, 9, 23, 412, 82]",57,61,84,16,409,14,398,17,430,22,431,9,23,412,82
5527,"[57, 14, 82, 23, 22, 17, 430, 84, 54, 61, 398, 431, 396, 0, 383]",57,14,82,23,22,17,430,84,54,61,398,431,396,0,383
5528,"[57, 61, 23, 398, 409, 430, 88, 17, 22, 41, 402, 14, 9, 42, 84]",57,61,23,398,409,430,88,17,22,41,402,14,9,42,84
5529,"[383, 382, 169, 134, 23, 19, 157, 376, 798, 432, 84, 804, 379, 812, 88]",383,382,169,134,23,19,157,376,798,432,84,804,379,812,88
5530,"[54, 57, 61, 398, 55, 380, 402, 22, 75, 41, 42, 25, 14, 409, 392]",54,57,61,398,55,380,402,22,75,41,42,25,14,409,392
5531,"[61, 57, 14, 22, 17, 19, 409, 382, 23, 41, 383, 430, 402, 42, 398]",61,57,14,22,17,19,409,382,23,41,383,430,402,42,398
5532,"[14, 398, 57, 22, 84, 23, 25, 17, 61, 409, 19, 395, 420, 432, 382]",14,398,57,22,84,23,25,17,61,409,19,395,420,432,382
5533,"[57, 61, 398, 9, 84, 383, 23, 16, 382, 22, 14, 409, 430, 55, 384]",57,61,398,9,84,383,23,16,382,22,14,409,430,55,384
5534,"[398, 54, 57, 412, 22, 61, 55, 396, 23, 67, 382, 42, 385, 92, 17]",398,54,57,412,22,61,55,396,23,67,382,42,385,92,17
5535,"[31, 30, 396, 84, 395, 383, 25, 41, 92, 61, 398, 712, 89, 57, 402]",31,30,396,84,395,383,25,41,92,61,398,712,89,57,402
5536,"[57, 382, 14, 61, 425, 383, 84, 5, 88, 23, 804, 430, 432, 420, 67]",57,382,14,61,425,383,84,5,88,23,804,430,432,420,67
5537,"[57, 14, 61, 22, 23, 19, 402, 82, 395, 84, 29, 17, 398, 409, 376]",57,14,61,22,23,19,402,82,395,84,29,17,398,409,376
5538,"[100, 99, 102, 98, 14, 57, 61, 398, 23, 22, 425, 402, 84, 383, 712]",100,99,102,98,14,57,61,398,23,22,425,402,84,383,712
5539,"[57, 61, 430, 84, 398, 23, 22, 55, 440, 393, 25, 43, 15, 14, 169]",57,61,430,84,398,23,22,55,440,393,25,43,15,14,169
5540,"[398, 14, 41, 411, 409, 402, 9, 84, 23, 383, 17, 420, 57, 55, 61]",398,14,41,411,409,402,9,84,23,383,17,420,57,55,61
5541,"[14, 409, 61, 17, 23, 9, 89, 57, 396, 22, 808, 798, 64, 198, 807]",14,409,61,17,23,9,89,57,396,22,808,798,64,198,807
5542,"[57, 430, 23, 14, 420, 61, 383, 19, 82, 388, 22, 398, 84, 387, 396]",57,430,23,14,420,61,383,19,82,388,22,398,84,387,396
5543,"[23, 61, 398, 41, 402, 14, 42, 57, 17, 19, 22, 15, 383, 425, 84]",23,61,398,41,402,14,42,57,17,19,22,15,383,425,84
5544,"[14, 398, 57, 22, 55, 23, 383, 395, 402, 54, 84, 396, 27, 61, 29]",14,398,57,22,55,23,383,395,402,54,84,396,27,61,29
5545,"[55, 398, 57, 42, 412, 402, 411, 430, 14, 19, 409, 84, 432, 23, 396]",55,398,57,42,412,402,411,430,14,19,409,84,432,23,396
5546,"[57, 14, 61, 409, 17, 23, 398, 84, 22, 9, 430, 382, 26, 41, 16]",57,14,61,409,17,23,398,84,22,9,430,382,26,41,16
5547,"[57, 61, 17, 398, 22, 411, 14, 409, 420, 23, 400, 84, 430, 89, 383]",57,61,17,398,22,411,14,409,420,23,400,84,430,89,383
5548,"[57, 16, 409, 14, 61, 17, 100, 411, 402, 22, 398, 19, 23, 395, 9]",57,16,409,14,61,17,100,411,402,22,398,19,23,395,9
5549,"[54, 412, 41, 55, 398, 21, 42, 425, 385, 437, 92, 43, 14, 9, 409]",54,412,41,55,398,21,42,425,385,437,92,43,14,9,409
5550,"[57, 86, 84, 435, 82, 22, 61, 85, 430, 17, 14, 431, 398, 804, 16]",57,86,84,435,82,22,61,85,430,17,14,431,398,804,16
5551,"[14, 61, 398, 409, 22, 16, 57, 84, 19, 23, 17, 379, 382, 88, 383]",14,61,398,409,22,16,57,84,19,23,17,379,382,88,383
5552,"[398, 400, 14, 61, 57, 402, 22, 23, 55, 420, 29, 388, 16, 30, 396]",398,400,14,61,57,402,22,23,55,420,29,388,16,30,396
5553,"[712, 61, 54, 21, 57, 396, 22, 14, 425, 23, 31, 84, 55, 9, 43]",712,61,54,21,57,396,22,14,425,23,31,84,55,9,43
5554,"[57, 61, 84, 430, 420, 23, 14, 398, 17, 22, 382, 396, 19, 25, 409]",57,61,84,430,420,23,14,398,17,22,382,396,19,25,409
5555,"[61, 57, 9, 22, 409, 430, 420, 16, 17, 14, 398, 394, 100, 179, 798]",61,57,9,22,409,430,420,16,17,14,398,394,100,179,798
5556,"[99, 102, 383, 98, 382, 376, 19, 388, 101, 179, 112, 67, 109, 129, 100]",99,102,383,98,382,376,19,388,101,179,112,67,109,129,100
5557,"[398, 57, 425, 61, 21, 403, 14, 411, 55, 29, 17, 15, 84, 420, 400]",398,57,425,61,21,403,14,411,55,29,17,15,84,420,400
5558,"[57, 84, 61, 382, 383, 23, 420, 5, 14, 432, 82, 9, 379, 402, 22]",57,84,61,382,383,23,420,5,14,432,82,9,379,402,22
5559,"[57, 61, 14, 398, 17, 409, 19, 23, 22, 430, 84, 379, 403, 5, 9]",57,61,14,398,17,409,19,23,22,430,84,379,403,5,9
5560,"[57, 14, 61, 84, 430, 55, 22, 409, 23, 17, 82, 420, 382, 391, 398]",57,14,61,84,430,55,22,409,23,17,82,420,382,391,398
5561,"[61, 55, 57, 409, 398, 84, 22, 432, 23, 430, 383, 425, 420, 9, 382]",61,55,57,409,398,84,22,432,23,430,383,425,420,9,382
5562,"[55, 57, 61, 398, 22, 23, 14, 17, 169, 84, 411, 383, 430, 420, 29]",55,57,61,398,22,23,14,17,169,84,411,383,430,420,29
5563,"[57, 61, 14, 430, 22, 84, 409, 384, 23, 382, 398, 16, 9, 55, 17]",57,61,14,430,22,84,409,384,23,382,398,16,9,55,17
5564,"[57, 84, 61, 14, 22, 23, 430, 382, 82, 432, 409, 383, 19, 398, 9]",57,84,61,14,22,23,430,382,82,432,409,383,19,398,9
5565,"[23, 19, 382, 14, 398, 61, 396, 104, 57, 29, 380, 22, 420, 383, 84]",23,19,382,14,398,61,396,104,57,29,380,22,420,383,84
5566,"[14, 55, 22, 84, 409, 57, 17, 398, 16, 61, 379, 402, 19, 420, 403]",14,55,22,84,409,57,17,398,16,61,379,402,19,420,403
5567,"[57, 14, 17, 84, 22, 398, 409, 430, 395, 23, 9, 61, 19, 25, 16]",57,14,17,84,22,398,409,430,395,23,9,61,19,25,16
5568,"[55, 57, 82, 61, 23, 14, 402, 399, 16, 409, 22, 17, 712, 395, 380]",55,57,82,61,23,14,402,399,16,409,22,17,712,395,380
5569,"[57, 14, 61, 84, 17, 22, 23, 383, 19, 382, 432, 398, 82, 379, 85]",57,14,61,84,17,22,23,383,19,382,432,398,82,379,85
5570,"[57, 61, 84, 382, 398, 14, 432, 383, 402, 22, 17, 23, 430, 82, 19]",57,61,84,382,398,14,432,383,402,22,17,23,430,82,19
5571,"[420, 54, 5, 0, 376, 421, 425, 798, 84, 57, 383, 422, 55, 440, 382]",420,54,5,0,376,421,425,798,84,57,383,422,55,440,382
5572,"[57, 61, 14, 712, 409, 383, 17, 425, 88, 22, 388, 382, 41, 398, 54]",57,61,14,712,409,383,17,425,88,22,388,382,41,398,54
5573,"[57, 14, 409, 61, 712, 22, 17, 23, 398, 89, 420, 84, 169, 9, 16]",57,14,409,61,712,22,17,23,398,89,420,84,169,9,16
5574,"[61, 433, 23, 57, 398, 67, 402, 434, 420, 54, 42, 41, 383, 425, 21]",61,433,23,57,398,67,402,434,420,54,42,41,383,425,21
5575,"[57, 84, 61, 14, 17, 384, 19, 382, 16, 409, 23, 22, 380, 398, 432]",57,84,61,14,17,384,19,382,16,409,23,22,380,398,432
5576,"[14, 57, 84, 409, 22, 61, 17, 41, 23, 42, 398, 89, 16, 19, 382]",14,57,84,409,22,61,17,41,23,42,398,89,16,19,382
5577,"[61, 57, 393, 398, 409, 22, 62, 84, 430, 88, 15, 14, 55, 413, 0]",61,57,393,398,409,22,62,84,430,88,15,14,55,413,0
5578,"[61, 57, 14, 85, 86, 398, 42, 23, 383, 89, 41, 403, 55, 19, 402]",61,57,14,85,86,398,42,23,383,89,41,403,55,19,402
5579,"[82, 57, 425, 84, 61, 41, 430, 42, 55, 398, 402, 22, 23, 31, 395]",82,57,425,84,61,41,430,42,55,398,402,22,23,31,395
5580,"[409, 84, 23, 61, 22, 394, 16, 57, 432, 14, 86, 396, 55, 88, 398]",409,84,23,61,22,394,16,57,432,14,86,396,55,88,398
5581,"[398, 61, 409, 14, 57, 100, 23, 84, 400, 402, 19, 22, 17, 41, 382]",398,61,409,14,57,100,23,84,400,402,19,22,17,41,382
5582,"[14, 55, 22, 402, 398, 57, 61, 23, 54, 384, 409, 19, 432, 24, 171]",14,55,22,402,398,57,61,23,54,384,409,19,432,24,171
5583,"[57, 61, 23, 22, 398, 409, 84, 420, 402, 14, 19, 411, 27, 17, 43]",57,61,23,22,398,409,84,420,402,14,19,411,27,17,43
5584,"[57, 61, 398, 41, 14, 425, 409, 25, 17, 27, 402, 21, 19, 0, 384]",57,61,398,41,14,425,409,25,17,27,402,21,19,0,384
5585,"[14, 398, 57, 425, 409, 17, 61, 402, 29, 22, 23, 84, 82, 420, 16]",14,398,57,425,409,17,61,402,29,22,23,84,82,420,16
5586,"[57, 14, 61, 84, 409, 17, 82, 23, 41, 430, 55, 396, 398, 382, 19]",57,14,61,84,409,17,82,23,41,430,55,396,398,382,19
5587,"[14, 409, 23, 402, 57, 398, 17, 432, 84, 22, 384, 41, 425, 61, 382]",14,409,23,402,57,398,17,432,84,22,384,41,425,61,382
5588,"[798, 89, 100, 169, 88, 799, 84, 23, 146, 22, 398, 61, 383, 14, 42]",798,89,100,169,88,799,84,23,146,22,398,61,383,14,42
5589,"[57, 61, 398, 23, 14, 430, 22, 17, 84, 25, 420, 26, 409, 383, 24]",57,61,398,23,14,430,22,17,84,25,420,26,409,383,24
5590,"[17, 14, 409, 23, 22, 16, 57, 84, 398, 382, 384, 9, 61, 396, 169]",17,14,409,23,22,16,57,84,398,382,384,9,61,396,169
5591,"[712, 23, 14, 17, 22, 409, 84, 89, 420, 382, 55, 398, 87, 5, 383]",712,23,14,17,22,409,84,89,420,382,55,398,87,5,383
5592,"[412, 54, 409, 398, 41, 22, 14, 57, 61, 402, 42, 9, 425, 17, 23]",412,54,409,398,41,22,14,57,61,402,42,9,425,17,23
5593,"[398, 57, 61, 17, 84, 14, 22, 23, 409, 19, 420, 430, 412, 29, 382]",398,57,61,17,84,14,22,23,409,19,420,430,412,29,382
5594,"[57, 398, 84, 61, 14, 23, 382, 89, 22, 17, 384, 379, 19, 88, 383]",57,398,84,61,14,23,382,89,22,17,384,379,19,88,383
5595,"[14, 57, 425, 398, 712, 22, 383, 84, 17, 5, 169, 409, 19, 61, 23]",14,57,425,398,712,22,383,84,17,5,169,409,19,61,23
5596,"[14, 57, 5, 382, 420, 17, 425, 169, 383, 61, 19, 88, 432, 398, 84]",14,57,5,382,420,17,425,169,383,61,19,88,432,398,84
5597,"[57, 61, 409, 22, 14, 398, 84, 17, 420, 382, 19, 88, 169, 41, 430]",57,61,409,22,14,398,84,17,420,382,19,88,169,41,430
5598,"[440, 55, 14, 23, 398, 376, 19, 89, 57, 402, 61, 22, 425, 391, 54]",440,55,14,23,398,376,19,89,57,402,61,22,425,391,54
5599,"[57, 14, 398, 22, 430, 82, 84, 23, 420, 17, 395, 431, 169, 61, 41]",57,14,398,22,430,82,84,23,420,17,395,431,169,61,41
5600,"[712, 14, 425, 55, 409, 102, 89, 19, 100, 17, 88, 383, 22, 57, 398]",712,14,425,55,409,102,89,19,100,17,88,383,22,57,398
5601,"[57, 61, 398, 14, 22, 430, 17, 100, 54, 402, 84, 409, 16, 41, 23]",57,61,398,14,22,430,17,100,54,402,84,409,16,41,23
5602,"[14, 17, 409, 398, 57, 61, 23, 22, 169, 84, 16, 19, 179, 808, 379]",14,17,409,398,57,61,23,22,169,84,16,19,179,808,379
5603,"[84, 425, 57, 22, 14, 430, 383, 86, 100, 82, 61, 54, 55, 23, 398]",84,425,57,22,14,430,383,86,100,82,61,54,55,23,398
5604,"[57, 61, 16, 84, 17, 712, 14, 398, 430, 22, 420, 388, 15, 25, 23]",57,61,16,84,17,712,14,398,430,22,420,388,15,25,23
5605,"[398, 100, 14, 23, 84, 22, 57, 402, 61, 409, 17, 42, 102, 41, 99]",398,100,14,23,84,22,57,402,61,409,17,42,102,41,99
5606,"[61, 57, 14, 84, 23, 22, 409, 17, 432, 55, 41, 26, 383, 99, 398]",61,57,14,84,23,22,409,17,432,55,41,26,383,99,398
5607,"[57, 14, 61, 22, 409, 23, 398, 17, 9, 84, 382, 388, 29, 402, 19]",57,14,61,22,409,23,398,17,9,84,382,388,29,402,19
5608,"[55, 57, 398, 61, 14, 23, 84, 22, 54, 430, 17, 19, 169, 432, 420]",55,57,398,61,14,23,84,22,54,430,17,19,169,432,420
5609,"[23, 55, 84, 57, 392, 420, 14, 391, 61, 383, 382, 425, 430, 169, 88]",23,55,84,57,392,420,14,391,61,383,382,425,430,169,88
5610,"[57, 61, 84, 55, 14, 23, 22, 398, 432, 425, 382, 409, 402, 383, 420]",57,61,84,55,14,23,22,398,432,425,382,409,402,383,420
5611,"[57, 61, 14, 22, 382, 383, 402, 16, 17, 41, 23, 42, 89, 5, 55]",57,61,14,22,382,383,402,16,17,41,23,42,89,5,55
5612,"[14, 23, 398, 9, 384, 84, 22, 409, 402, 57, 396, 61, 804, 16, 420]",14,23,398,9,384,84,22,409,402,57,396,61,804,16,420
5613,"[100, 14, 398, 57, 84, 102, 61, 98, 99, 22, 425, 55, 101, 23, 85]",100,14,398,57,84,102,61,98,99,22,425,55,101,23,85
5614,"[398, 430, 57, 22, 433, 23, 61, 432, 420, 84, 86, 41, 396, 14, 25]",398,430,57,22,433,23,61,432,420,84,86,41,396,14,25
5615,"[57, 61, 14, 398, 17, 41, 100, 409, 430, 23, 420, 382, 26, 22, 11]",57,61,14,398,17,41,100,409,430,23,420,382,26,22,11
5616,"[23, 382, 14, 383, 5, 17, 420, 22, 402, 409, 379, 425, 19, 57, 88]",23,382,14,383,5,17,420,22,402,409,379,425,19,57,88
5617,"[42, 41, 402, 84, 412, 57, 54, 23, 43, 420, 383, 22, 425, 21, 413]",42,41,402,84,412,57,54,23,43,420,383,22,425,21,413
5618,"[89, 41, 5, 14, 712, 384, 88, 217, 804, 376, 157, 91, 388, 25, 55]",89,41,5,14,712,384,88,217,804,376,157,91,388,25,55
5619,"[100, 14, 103, 99, 17, 109, 57, 84, 23, 409, 19, 61, 16, 15, 383]",100,14,103,99,17,109,57,84,23,409,19,61,16,15,383
5620,"[55, 57, 432, 798, 170, 382, 812, 17, 805, 15, 14, 169, 61, 243, 19]",55,57,432,798,170,382,812,17,805,15,14,169,61,243,19
5621,"[23, 84, 57, 398, 425, 395, 396, 31, 17, 22, 41, 10, 382, 14, 61]",23,84,57,398,425,395,396,31,17,22,41,10,382,14,61
5622,"[14, 9, 57, 382, 22, 84, 23, 409, 61, 798, 88, 169, 10, 432, 55]",14,9,57,382,22,84,23,409,61,798,88,169,10,432,55
5623,"[14, 57, 23, 22, 383, 29, 84, 398, 420, 382, 27, 409, 30, 425, 385]",14,57,23,22,383,29,84,398,420,382,27,409,30,425,385
